# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1978-01-07;--:--;   1120.000
1978-01-08;--:--;   1110.000
1978-01-09;--:--;   1130.000
1978-01-10;--:--;   1150.000
1978-01-11;--:--;   1120.000
1978-01-12;--:--;   1120.000
1978-01-13;--:--;   1280.000
1978-01-14;--:--;   1550.000
1978-01-15;--:--;   1620.000
1978-01-16;--:--;   1530.000
1978-01-17;--:--;   1410.000
1978-01-18;--:--;   1310.000
1978-01-19;--:--;   1230.000
1978-01-20;--:--;   1180.000
1978-01-21;--:--;   1170.000
1978-01-22;--:--;   1200.000
1978-01-23;--:--;   1200.000
1978-01-24;--:--;   1360.000
1978-01-25;--:--;   1750.000
1978-01-26;--:--;   2480.000
1978-01-27;--:--;   3200.000
1978-01-28;--:--;   3690.000
1978-01-29;--:--;   3900.000
1978-01-30;--:--;   4020.000
1978-01-31;--:--;   4090.000
1978-02-01;--:--;   3940.000
1978-02-02;--:--;   3650.000
1978-02-03;--:--;   3480.000
1978-02-04;--:--;   3550.000
1978-02-05;--:--;   3590.000
1978-02-06;--:--;   3620.000
1978-02-07;--:--;   3710.000
1978-02-08;--:--;   3720.000
1978-02-09;--:--;   3610.000
1978-02-10;--:--;   3390.000
1978-02-11;--:--;   3210.000
1978-02-12;--:--;   3050.000
1978-02-13;--:--;   2830.000
1978-02-14;--:--;   2560.000
1978-02-15;--:--;   2310.000
1978-02-16;--:--;   2120.000
1978-02-17;--:--;   2080.000
1978-02-18;--:--;   2370.000
1978-02-19;--:--;   2750.000
1978-02-20;--:--;   3230.000
1978-02-21;--:--;   3830.000
1978-02-22;--:--;   4290.000
1978-02-23;--:--;   4290.000
1978-02-24;--:--;   4540.000
1978-02-25;--:--;   4420.000
1978-02-26;--:--;   4190.000
1978-02-27;--:--;   3960.000
1978-02-28;--:--;   3790.000
1978-03-01;--:--;   3720.000
1978-03-02;--:--;   3700.000
1978-03-03;--:--;   3630.000
1978-03-04;--:--;   3550.000
1978-03-05;--:--;   3370.000
1978-03-06;--:--;   3260.000
1978-03-07;--:--;   3110.000
1978-03-08;--:--;   2870.000
1978-03-09;--:--;   2620.000
1978-03-10;--:--;   2400.000
1978-03-11;--:--;   2200.000
1978-03-12;--:--;   1960.000
1978-03-13;--:--;   1790.000
1978-03-14;--:--;   1650.000
1978-03-15;--:--;   1570.000
1978-03-16;--:--;   1510.000
1978-03-17;--:--;   1660.000
1978-03-18;--:--;   2000.000
1978-03-19;--:--;   2270.000
1978-03-20;--:--;   2380.000
1978-03-21;--:--;   2470.000
1978-03-22;--:--;   2670.000
1978-03-23;--:--;   2670.000
1978-03-24;--:--;   3300.000
1978-03-25;--:--;   3660.000
1978-03-26;--:--;   3920.000
1978-03-27;--:--;   3990.000
1978-03-28;--:--;   3950.000
1978-03-29;--:--;   3870.000
1978-03-30;--:--;   3780.000
1978-03-31;--:--;   3650.000
1978-04-01;--:--;   3730.000
1978-04-02;--:--;   4030.000
1978-04-03;--:--;   4120.000
1978-04-04;--:--;   4010.000
1978-04-05;--:--;   3870.000
1978-04-06;--:--;   3640.000
1978-04-07;--:--;   3320.000
1978-04-08;--:--;   2970.000
1978-04-09;--:--;   2650.000
1978-04-10;--:--;   2360.000
1978-04-11;--:--;   2120.000
1978-04-12;--:--;   1950.000
1978-04-13;--:--;   1820.000
1978-04-14;--:--;   1710.000
1978-04-15;--:--;   1630.000
1978-04-16;--:--;   1600.000
1978-04-17;--:--;   1620.000
1978-04-18;--:--;   1620.000
1978-04-19;--:--;   1650.000
1978-04-20;--:--;   1750.000
1978-04-21;--:--;   1820.000
1978-04-22;--:--;   1920.000
1978-04-23;--:--;   1920.000
1978-04-24;--:--;   2030.000
1978-04-25;--:--;   2030.000
1978-04-26;--:--;   1930.000
1978-04-27;--:--;   1820.000
1978-04-28;--:--;   1740.000
1978-04-29;--:--;   1680.000
1978-04-30;--:--;   1620.000
1978-05-01;--:--;   1610.000
1978-05-02;--:--;   1860.000
1978-05-03;--:--;   2220.000
1978-05-04;--:--;   2330.000
1978-05-05;--:--;   2290.000
1978-05-06;--:--;   2190.000
1978-05-07;--:--;   2140.000
1978-05-08;--:--;   2070.000
1978-05-09;--:--;   1970.000
1978-05-10;--:--;   1870.000
1978-05-11;--:--;   1820.000
1978-05-12;--:--;   1750.000
1978-05-13;--:--;   1640.000
1978-05-14;--:--;   1550.000
1978-05-15;--:--;   1500.000
1978-05-16;--:--;   1460.000
1978-05-17;--:--;   1430.000
1978-05-18;--:--;   1400.000
1978-05-19;--:--;   1330.000
1978-05-20;--:--;   1390.000
1978-05-21;--:--;   1550.000
1978-05-22;--:--;   1570.000
1978-05-23;--:--;   1570.000
1978-05-24;--:--;   1750.000
1978-05-25;--:--;   1590.000
1978-05-26;--:--;   1510.000
1978-05-27;--:--;   1650.000
1978-05-28;--:--;   1790.000
1978-05-29;--:--;   1760.000
1978-05-30;--:--;   1580.000
1978-05-31;--:--;   1440.000
1978-06-01;--:--;   1280.000
1978-06-02;--:--;   1190.000
1978-06-03;--:--;   1130.000
1978-06-04;--:--;   1060.000
1978-06-05;--:--;   1010.000
1978-06-06;--:--;    965.000
1978-06-07;--:--;    935.000
1978-06-08;--:--;    910.000
1978-06-09;--:--;    885.000
1978-06-10;--:--;    855.000
1978-06-11;--:--;    810.000
1978-06-12;--:--;    760.000
1978-06-13;--:--;    745.000
1978-06-14;--:--;    715.000
1978-06-15;--:--;    680.000
1978-06-16;--:--;    665.000
1978-06-17;--:--;    665.000
1978-06-18;--:--;    660.000
1978-06-19;--:--;    645.000
1978-06-20;--:--;    635.000
1978-06-21;--:--;    620.000
1978-06-22;--:--;    610.000
1978-06-23;--:--;    610.000
1978-06-24;--:--;    605.000
1978-06-25;--:--;    605.000
1978-06-26;--:--;    610.000
1978-06-27;--:--;    595.000
1978-06-28;--:--;    585.000
1978-06-29;--:--;    575.000
1978-06-30;--:--;    580.000
1978-07-01;--:--;    580.000
1978-07-02;--:--;    565.000
1978-07-03;--:--;    540.000
1978-07-04;--:--;    530.000
1978-07-05;--:--;    515.000
1978-07-06;--:--;    520.000
1978-07-07;--:--;    555.000
1978-07-08;--:--;    545.000
1978-07-09;--:--;    530.000
1978-07-10;--:--;    520.000
1978-07-11;--:--;    515.000
1978-07-12;--:--;    505.000
1978-07-13;--:--;    496.000
1978-07-14;--:--;    489.000
1978-07-15;--:--;    471.000
1978-07-16;--:--;    439.000
1978-07-17;--:--;    408.000
1978-07-18;--:--;    379.000
1978-07-19;--:--;    353.000
1978-07-20;--:--;    353.000
1978-07-21;--:--;    347.000
1978-07-22;--:--;    338.000
1978-07-23;--:--;    338.000
1978-07-24;--:--;    323.000
1978-07-25;--:--;    314.000
1978-07-26;--:--;    299.000
1978-07-27;--:--;    296.000
1978-07-28;--:--;    293.000
1978-07-29;--:--;    290.000
1978-07-30;--:--;    284.000
1978-07-31;--:--;    282.000
1978-08-01;--:--;    293.000
1978-08-02;--:--;    350.000
1978-08-03;--:--;    530.000
1978-08-04;--:--;    565.000
1978-08-05;--:--;    520.000
1978-08-06;--:--;    460.000
1978-08-07;--:--;    402.000
1978-08-08;--:--;    408.000
1978-08-09;--:--;    395.000
1978-08-10;--:--;    379.000
1978-08-11;--:--;    395.000
1978-08-12;--:--;    388.000
1978-08-13;--:--;    366.000
1978-08-14;--:--;    379.000
1978-08-15;--:--;    429.000
1978-08-16;--:--;    418.000
1978-08-17;--:--;    392.000
1978-08-18;--:--;    372.000
1978-08-19;--:--;    344.000
1978-08-20;--:--;    326.000
1978-08-21;--:--;    323.000
1978-08-22;--:--;    287.000
1978-08-23;--:--;    287.000
1978-08-24;--:--;    262.000
1978-08-25;--:--;    257.000
1978-08-26;--:--;    246.000
1978-08-27;--:--;    233.000
1978-08-28;--:--;    222.000
1978-08-29;--:--;    212.000
1978-08-30;--:--;    203.000
1978-08-31;--:--;    200.000
1978-09-01;--:--;    205.000
1978-09-02;--:--;    198.000
1978-09-03;--:--;    193.000
1978-09-04;--:--;    183.000
1978-09-05;--:--;    186.000
1978-09-06;--:--;    215.000
1978-09-07;--:--;    230.000
1978-09-08;--:--;    225.000
1978-09-09;--:--;    230.000
1978-09-10;--:--;    230.000
1978-09-11;--:--;    257.000
1978-09-12;--:--;    308.000
1978-09-13;--:--;    284.000
1978-09-14;--:--;    241.000
1978-09-15;--:--;    241.000
1978-09-16;--:--;    246.000
1978-09-17;--:--;    251.000
1978-09-18;--:--;    246.000
1978-09-19;--:--;    238.000
1978-09-20;--:--;    207.000
1978-09-21;--:--;    228.000
1978-09-22;--:--;    205.000
1978-09-23;--:--;    205.000
1978-09-24;--:--;    172.000
1978-09-25;--:--;    167.000
1978-09-26;--:--;    156.000
1978-09-27;--:--;    152.000
1978-09-28;--:--;    152.000
1978-09-29;--:--;    154.000
1978-09-30;--:--;    156.000
1978-10-01;--:--;    159.000
1978-10-02;--:--;    159.000
1978-10-03;--:--;    159.000
1978-10-04;--:--;    193.000
1978-10-05;--:--;    181.000
1978-10-06;--:--;    183.000
1978-10-07;--:--;    172.000
1978-10-08;--:--;    163.000
1978-10-09;--:--;    167.000
1978-10-10;--:--;    163.000
1978-10-11;--:--;    163.000
1978-10-12;--:--;    170.000
1978-10-13;--:--;    161.000
1978-10-14;--:--;    170.000
1978-10-15;--:--;    167.000
1978-10-16;--:--;    159.000
1978-10-17;--:--;    154.000
1978-10-18;--:--;    156.000
1978-10-19;--:--;    159.000
1978-10-20;--:--;    152.000
1978-10-21;--:--;    165.000
1978-10-22;--:--;    165.000
1978-10-23;--:--;    165.000
1978-10-24;--:--;    181.000
1978-10-25;--:--;    181.000
1978-10-26;--:--;    183.000
1978-10-27;--:--;    186.000
1978-10-28;--:--;    190.000
1978-10-29;--:--;    183.000
1978-10-30;--:--;    176.000
1978-10-31;--:--;    179.000
1978-11-01;--:--;    183.000
1978-11-02;--:--;    174.000
1978-11-03;--:--;    172.000
1978-11-04;--:--;    179.000
1978-11-05;--:--;    176.000
1978-11-06;--:--;    172.000
1978-11-07;--:--;    181.000
1978-11-08;--:--;    176.000
1978-11-09;--:--;    176.000
1978-11-10;--:--;    172.000
1978-11-11;--:--;    174.000
1978-11-12;--:--;    176.000
1978-11-13;--:--;    179.000
1978-11-14;--:--;    172.000
1978-11-15;--:--;    179.000
1978-11-16;--:--;    183.000
1978-11-17;--:--;    172.000
1978-11-18;--:--;    179.000
1978-11-19;--:--;    179.000
1978-11-20;--:--;    172.000
1978-11-21;--:--;    188.000
1978-11-22;--:--;    193.000
1978-11-23;--:--;    193.000
1978-11-24;--:--;    183.000
1978-11-25;--:--;    188.000
1978-11-26;--:--;    183.000
1978-11-27;--:--;    188.000
1978-11-28;--:--;    195.000
1978-11-29;--:--;    210.000
1978-11-30;--:--;    217.000
1978-12-01;--:--;    205.000
1978-12-02;--:--;    183.000
1978-12-03;--:--;    170.000
1978-12-04;--:--;    188.000
1978-12-05;--:--;    207.000
1978-12-06;--:--;    220.000
1978-12-07;--:--;    246.000
1978-12-08;--:--;    241.000
1978-12-09;--:--;    251.000
1978-12-10;--:--;    254.000
1978-12-11;--:--;    262.000
1978-12-12;--:--;    243.000
1978-12-13;--:--;    259.000
1978-12-14;--:--;    287.000
1978-12-15;--:--;    341.000
1978-12-16;--:--;    338.000
1978-12-17;--:--;    344.000
1978-12-18;--:--;    369.000
1978-12-19;--:--;    366.000
1978-12-20;--:--;    347.000
1978-12-21;--:--;    338.000
1978-12-22;--:--;    366.000
1978-12-23;--:--;    366.000
1978-12-24;--:--;    376.000
1978-12-25;--:--;    382.000
1978-12-26;--:--;    398.000
1978-12-27;--:--;    408.000
1978-12-28;--:--;    422.000
1978-12-29;--:--;    453.000
1978-12-30;--:--;    570.000
1978-12-31;--:--;    705.000
1979-01-01;--:--;    940.000
1979-01-02;--:--;   1260.000
1979-01-03;--:--;   1290.000
1979-01-04;--:--;   1170.000
1979-01-05;--:--;   1120.000
1979-01-06;--:--;   1200.000
1979-01-07;--:--;   1310.000
1979-01-08;--:--;   1190.000
1979-01-09;--:--;   1060.000
1979-01-10;--:--;    995.000
1979-01-11;--:--;   1030.000
1979-01-12;--:--;   1220.000
1979-01-13;--:--;   1410.000
1979-01-14;--:--;   1340.000
1979-01-15;--:--;   1260.000
1979-01-16;--:--;   1200.000
1979-01-17;--:--;   1110.000
1979-01-18;--:--;   1010.000
1979-01-19;--:--;    900.000
1979-01-20;--:--;    820.000
1979-01-21;--:--;    815.000
1979-01-22;--:--;    870.000
1979-01-23;--:--;    870.000
1979-01-24;--:--;    895.000
1979-01-25;--:--;    950.000
1979-01-26;--:--;   1000.000
1979-01-27;--:--;   1010.000
1979-01-28;--:--;   1000.000
1979-01-29;--:--;   1010.000
1979-01-30;--:--;   1100.000
1979-01-31;--:--;   1150.000
1979-02-01;--:--;   1290.000
1979-02-02;--:--;   1450.000
1979-02-03;--:--;   1570.000
1979-02-04;--:--;   1730.000
1979-02-05;--:--;   1820.000
1979-02-06;--:--;   1990.000
1979-02-07;--:--;   2340.000
1979-02-08;--:--;   2570.000
1979-02-09;--:--;   2880.000
1979-02-10;--:--;   3230.000
1979-02-11;--:--;   3680.000
1979-02-12;--:--;   4230.000
1979-02-13;--:--;   4620.000
1979-02-14;--:--;   4740.000
1979-02-15;--:--;   4740.000
1979-02-16;--:--;   4720.000
1979-02-17;--:--;   4560.000
1979-02-18;--:--;   4250.000
1979-02-19;--:--;   3850.000
1979-02-20;--:--;   3440.000
1979-02-21;--:--;   3020.000
1979-02-22;--:--;   2620.000
1979-02-23;--:--;   2620.000
1979-02-24;--:--;   2010.000
1979-02-25;--:--;   1820.000
1979-02-26;--:--;   1670.000
1979-02-27;--:--;   1550.000
1979-02-28;--:--;   1480.000
1979-03-01;--:--;   1410.000
1979-03-02;--:--;   1340.000
1979-03-03;--:--;   1280.000
1979-03-04;--:--;   1240.000
1979-03-05;--:--;   1230.000
1979-03-06;--:--;   1220.000
1979-03-07;--:--;   1200.000
1979-03-08;--:--;   1200.000
1979-03-09;--:--;   1190.000
1979-03-10;--:--;   1170.000
1979-03-11;--:--;   1230.000
1979-03-12;--:--;   1360.000
1979-03-13;--:--;   1580.000
1979-03-14;--:--;   1700.000
1979-03-15;--:--;   1770.000
1979-03-16;--:--;   2020.000
1979-03-17;--:--;   2510.000
1979-03-18;--:--;   3070.000
1979-03-19;--:--;   3480.000
1979-03-20;--:--;   3610.000
1979-03-21;--:--;   3740.000
1979-03-22;--:--;   3780.000
1979-03-23;--:--;   3780.000
1979-03-24;--:--;   3250.000
1979-03-25;--:--;   2920.000
1979-03-26;--:--;   2780.000
1979-03-27;--:--;   2820.000
1979-03-28;--:--;   2910.000
1979-03-29;--:--;   3110.000
1979-03-30;--:--;   3490.000
1979-03-31;--:--;   3910.000
1979-04-01;--:--;   3930.000
1979-04-02;--:--;   3730.000
1979-04-03;--:--;   3510.000
1979-04-04;--:--;   3310.000
1979-04-05;--:--;   3180.000
1979-04-06;--:--;   3100.000
1979-04-07;--:--;   3060.000
1979-04-08;--:--;   3010.000
1979-04-09;--:--;   2890.000
1979-04-10;--:--;   2700.000
1979-04-11;--:--;   2490.000
1979-04-12;--:--;   2340.000
1979-04-13;--:--;   2280.000
1979-04-14;--:--;   2160.000
1979-04-15;--:--;   1980.000
1979-04-16;--:--;   1810.000
1979-04-17;--:--;   1660.000
1979-04-18;--:--;   1510.000
1979-04-19;--:--;   1410.000
1979-04-20;--:--;   1320.000
1979-04-21;--:--;   1260.000
1979-04-22;--:--;   1210.000
1979-04-23;--:--;   1210.000
1979-04-24;--:--;   1200.000
1979-04-25;--:--;   1280.000
1979-04-26;--:--;   1530.000
1979-04-27;--:--;   1660.000
1979-04-28;--:--;   1760.000
1979-04-29;--:--;   1800.000
1979-04-30;--:--;   1800.000
1979-05-01;--:--;   1820.000
1979-05-02;--:--;   1790.000
1979-05-03;--:--;   1760.000
1979-05-04;--:--;   1750.000
1979-05-05;--:--;   1760.000
1979-05-06;--:--;   1790.000
1979-05-07;--:--;   1780.000
1979-05-08;--:--;   1720.000
1979-05-09;--:--;   1620.000
1979-05-10;--:--;   1510.000
1979-05-11;--:--;   1410.000
1979-05-12;--:--;   1310.000
1979-05-13;--:--;   1200.000
1979-05-14;--:--;   1120.000
1979-05-15;--:--;   1040.000
1979-05-16;--:--;    980.000
1979-05-17;--:--;    940.000
1979-05-18;--:--;    900.000
1979-05-19;--:--;    855.000
1979-05-20;--:--;    825.000
1979-05-21;--:--;    890.000
1979-05-22;--:--;   1040.000
1979-05-23;--:--;   1040.000
1979-05-24;--:--;   1260.000
1979-05-25;--:--;   1280.000
1979-05-26;--:--;   1290.000
1979-05-27;--:--;   1360.000
1979-05-28;--:--;   1490.000
1979-05-29;--:--;   1810.000
1979-05-30;--:--;   1940.000
1979-05-31;--:--;   1950.000
1979-06-01;--:--;   2030.000
1979-06-02;--:--;   2100.000
1979-06-03;--:--;   2060.000
1979-06-04;--:--;   1980.000
1979-06-05;--:--;   1920.000
1979-06-06;--:--;   1840.000
1979-06-07;--:--;   1700.000
1979-06-08;--:--;   1590.000
1979-06-09;--:--;   1500.000
1979-06-10;--:--;   1390.000
1979-06-11;--:--;   1380.000
1979-06-12;--:--;   1390.000
1979-06-13;--:--;   1310.000
1979-06-14;--:--;   1200.000
1979-06-15;--:--;   1130.000
1979-06-16;--:--;   1050.000
1979-06-17;--:--;   1020.000
1979-06-18;--:--;   1030.000
1979-06-19;--:--;    965.000
1979-06-20;--:--;    935.000
1979-06-21;--:--;    940.000
1979-06-22;--:--;    940.000
1979-06-23;--:--;    940.000
1979-06-24;--:--;    855.000
1979-06-25;--:--;    800.000
1979-06-26;--:--;    750.000
1979-06-27;--:--;    715.000
1979-06-28;--:--;    670.000
1979-06-29;--:--;    645.000
1979-06-30;--:--;    630.000
1979-07-01;--:--;    630.000
1979-07-02;--:--;    620.000
1979-07-03;--:--;    600.000
1979-07-04;--:--;    565.000
1979-07-05;--:--;    545.000
1979-07-06;--:--;    535.000
1979-07-07;--:--;    515.000
1979-07-08;--:--;    485.000
1979-07-09;--:--;    460.000
1979-07-10;--:--;    440.000
1979-07-11;--:--;    414.000
1979-07-12;--:--;    405.000
1979-07-13;--:--;    417.000
1979-07-14;--:--;    454.000
1979-07-15;--:--;    515.000
1979-07-16;--:--;    492.000
1979-07-17;--:--;    464.000
1979-07-18;--:--;    424.000
1979-07-19;--:--;    389.000
1979-07-20;--:--;    392.000
1979-07-21;--:--;    389.000
1979-07-22;--:--;    371.000
1979-07-23;--:--;    371.000
1979-07-24;--:--;    341.000
1979-07-25;--:--;    327.000
1979-07-26;--:--;    316.000
1979-07-27;--:--;    311.000
1979-07-28;--:--;    311.000
1979-07-29;--:--;    300.000
1979-07-30;--:--;    292.000
1979-07-31;--:--;    289.000
1979-08-01;--:--;    269.000
1979-08-02;--:--;    274.000
1979-08-03;--:--;    276.000
1979-08-04;--:--;    284.000
1979-08-05;--:--;    276.000
1979-08-06;--:--;    269.000
1979-08-07;--:--;    256.000
1979-08-08;--:--;    244.000
1979-08-09;--:--;    242.000
1979-08-10;--:--;    237.000
1979-08-11;--:--;    235.000
1979-08-12;--:--;    247.000
1979-08-13;--:--;    237.000
1979-08-14;--:--;    240.000
1979-08-15;--:--;    235.000
1979-08-16;--:--;    233.000
1979-08-17;--:--;    230.000
1979-08-18;--:--;    233.000
1979-08-19;--:--;    230.000
1979-08-20;--:--;    242.000
1979-08-21;--:--;    249.000
1979-08-22;--:--;    269.000
1979-08-23;--:--;    269.000
1979-08-24;--:--;    365.000
1979-08-25;--:--;    365.000
1979-08-26;--:--;    362.000
1979-08-27;--:--;    356.000
1979-08-28;--:--;    359.000
1979-08-29;--:--;    347.000
1979-08-30;--:--;    344.000
1979-08-31;--:--;    347.000
1979-09-01;--:--;    353.000
1979-09-02;--:--;    371.000
1979-09-03;--:--;    374.000
1979-09-04;--:--;    344.000
1979-09-05;--:--;    324.000
1979-09-06;--:--;    308.000
1979-09-07;--:--;    289.000
1979-09-08;--:--;    279.000
1979-09-09;--:--;    274.000
1979-09-10;--:--;    256.000
1979-09-11;--:--;    261.000
1979-09-12;--:--;    292.000
1979-09-13;--:--;    254.000
1979-09-14;--:--;    244.000
1979-09-15;--:--;    244.000
1979-09-16;--:--;    237.000
1979-09-17;--:--;    230.000
1979-09-18;--:--;    287.000
1979-09-19;--:--;    294.000
1979-09-20;--:--;    271.000
1979-09-21;--:--;    249.000
1979-09-22;--:--;    240.000
1979-09-23;--:--;    240.000
1979-09-24;--:--;    244.000
1979-09-25;--:--;    252.000
1979-09-26;--:--;    249.000
1979-09-27;--:--;    254.000
1979-09-28;--:--;    249.000
1979-09-29;--:--;    249.000
1979-09-30;--:--;    215.000
1979-10-01;--:--;    215.000
1979-10-02;--:--;    210.000
1979-10-03;--:--;    202.000
1979-10-04;--:--;    215.000
1979-10-05;--:--;    233.000
1979-10-06;--:--;    235.000
1979-10-07;--:--;    230.000
1979-10-08;--:--;    215.000
1979-10-09;--:--;    208.000
1979-10-10;--:--;    224.000
1979-10-11;--:--;    212.000
1979-10-12;--:--;    215.000
1979-10-13;--:--;    228.000
1979-10-14;--:--;    228.000
1979-10-15;--:--;    240.000
1979-10-16;--:--;    254.000
1979-10-17;--:--;    279.000
1979-10-18;--:--;    338.000
1979-10-19;--:--;    368.000
1979-10-20;--:--;    374.000
1979-10-21;--:--;    408.000
1979-10-22;--:--;    437.000
1979-10-23;--:--;    437.000
1979-10-24;--:--;    520.000
1979-10-25;--:--;    510.000
1979-10-26;--:--;    530.000
1979-10-27;--:--;    545.000
1979-10-28;--:--;    545.000
1979-10-29;--:--;    630.000
1979-10-30;--:--;    750.000
1979-10-31;--:--;    990.000
1979-11-01;--:--;   1200.000
1979-11-02;--:--;   1340.000
1979-11-03;--:--;   1310.000
1979-11-04;--:--;   1130.000
1979-11-05;--:--;   1030.000
1979-11-06;--:--;    960.000
1979-11-07;--:--;    890.000
1979-11-08;--:--;    835.000
1979-11-09;--:--;    805.000
1979-11-10;--:--;    790.000
1979-11-11;--:--;    800.000
